Date,AvgDepthtoGroundwater,Rivercfc,siteID
5/1/2012,113.02,620,6
6/1/2012,119.02,679,6
7/1/2012,126.22,334,6
8/1/2012,120.72,421,6
9/1/2012,135.52,111,6
10/1/2012,130.72,233,6
11/1/2012,122.72,301,6
12/1/2012,111.52,631,6
1/1/2013,119.92,373,6
2/1/2013,118.12,440,6
3/1/2013,116.62,446,6
4/1/2013,113.62,542,6
5/1/2013,118.96,583,6
6/1/2013,123.36,532,6
7/1/2013,138.76,89,6
8/1/2013,137.56,104,6
9/1/2013,104.06,1810,6
10/1/2013,116.66,506,6
11/1/2013,103.56,828,6
12/1/2013,107.56,558,6
1/1/2014,108.66,596,6
2/1/2014,109.06,557,6
3/1/2014,104.86,629,6
4/1/2014,106.16,579,6
5/1/2014,108.06,577,6
6/1/2014,113.06,643,6
7/1/2014,106.26,962,6
8/1/2014,119.36,258,6
9/1/2014,117.26,393,6
10/1/2014,113.26,361,6
11/1/2014,101.16,717,6
12/1/2014,97.46,824,6
1/1/2015,101.86,642,6
2/1/2015,99.26,764,6
3/1/2015,98.16,908,6
4/1/2015,103.46,611,6
5/1/2015,96.46,1070,6
6/1/2015,78.06,2410,6
7/1/2015,96.06,942,6
8/1/2015,105.66,625,6
9/1/2015,116.76,254,6
10/1/2015,106.36,955,6
11/1/2015,86.46,1330,6
12/1/2015,79.36,1870,6
1/1/2016,99.76,611,6
2/1/2016,95.06,982,6
3/1/2016,91.06,912,6
4/1/2016,89.1,962,6
5/1/2016,83.6,1590,6
6/1/2016,,,6
7/1/2016,106.42,614,6
8/1/2016,110.92,373,6
9/1/2016,116.32,254,6
10/1/2016,122.02,122,6
11/1/2016,105.92,488,6
12/1/2016,93.82,780,6
1/1/2017,91.62,838,6
2/1/2017,90.42,951,6
3/1/2017,76.52,2390,6
4/1/2017,53.52,3550,6
5/1/2017,41.22,5120,6
6/1/2017,81.32,1200,6
7/1/2017,113.72,482,6
8/1/2017,120.62,371,6
9/1/2017,107.12,403,6
10/1/2017,98.92,684,6
11/1/2017,84.32,1250,6
12/1/2017,85.12,1100,6
1/1/2018,101.02,,6
9/1/2000,269.2,256,7
10/1/2000,260,742,7
11/1/2000,273.8,629,7
12/1/2000,274,763,7
1/1/2001,268.13,782,7
2/1/2001,270.6,822,7
3/1/2001,261.8,479,7
4/1/2001,249.5,320,7
5/1/2001,247.6,1110,7
6/1/2001,233.24,338,7
7/1/2001,256.25,132,7
8/1/2001,263.2,215,7
9/1/2001,262.8,331,7
10/1/2001,,,7
11/1/2001,262.75,646,7
12/1/2001,269.6,695,7
1/1/2002,261,794,7
2/1/2002,273.6,505,7
3/1/2002,268.6,275,7
4/1/2002,266.13,155,7
5/1/2002,255.9,267,7
6/1/2002,262.38,160,7
7/1/2002,267.5,82,7
8/1/2002,271.4,90,7
9/1/2002,261.6,339,7
10/1/2002,271.8,136,7
11/1/2002,275.6,540,7
12/1/2002,276,556,7
1/1/2003,275.1,596,7
2/1/2003,274.6,838,7
3/1/2003,,,7
4/1/2003,270.3,105,7
5/1/2003,269.2,283,7
6/1/2003,272.2,91,7
7/1/2003,282.8,16,7
8/1/2003,289.67,4,7
9/1/2003,283.5,164,7
10/1/2003,278.8,42,7
11/1/2003,297,481,7
12/1/2003,283,520,7
1/1/2004,,,7
2/1/2004,275.2,539,7
3/1/2004,268.8,519,7
4/1/2004,259.8,1230,7
5/1/2004,,,7
6/1/2004,273.88,118,7
7/1/2004,280.8,18,7
8/1/2004,298.33,344,7
9/1/2004,288,3,7
10/1/2004,276.8,166,7
11/1/2004,277.6,741,7
12/1/2004,275.5,968,7
1/1/2005,272.7,788,7
2/1/2005,272,1090,7
3/1/2005,268.38,1040,7
4/1/2005,248.6,2930,7
5/1/2005,240.1,4830,7
6/1/2005,248.2,3790,7
7/1/2005,264.5,165,7
8/1/2005,275.25,412,7
9/1/2005,282.67,54,7
10/1/2005,271.75,472,7
11/1/2005,278.75,823,7
12/1/2005,276.25,722,7
1/1/2006,278,536,7
2/1/2006,278.75,620,7
3/1/2006,271.9,176,7
4/1/2006,269.7,204,7
5/1/2006,281,180,7
6/1/2006,276.3,158,7
7/1/2006,275,115,7
8/1/2006,258.7,1860,7
9/1/2006,267.88,95,7
10/1/2006,252.6,1490,7
11/1/2006,269.25,1320,7
12/1/2006,267.5,1310,7
1/1/2007,268.4,946,7
2/1/2007,270.13,953,7
3/1/2007,262.2,1300,7
4/1/2007,241.9,1090,7
5/1/2007,242.4,1950,7
6/1/2007,247.5,624,7
7/1/2007,263.9,62,7
8/1/2007,272.9,18,7
9/1/2007,271.78,27,7
10/1/2007,267.03,126,7
11/1/2007,266.72,820,7
12/1/2007,261.52,953,7
1/1/2008,266.15,931,7
2/1/2008,265.9,1180,7
3/1/2008,248.18,1900,7
4/1/2008,237.42,2570,7
5/1/2008,239.72,2910,7
6/1/2008,243.02,2580,7
7/1/2008,254.72,893,7
8/1/2008,269.4,744,7
9/1/2008,278.9,192,7
10/1/2008,269.15,406,7
11/1/2008,269.57,503,7
12/1/2008,277.65,546,7
1/1/2009,277.15,731,7
2/1/2009,276.53,773,7
3/1/2009,267.65,570,7
4/1/2009,252.32,1060,7
5/1/2009,239.72,3450,7
6/1/2009,251.42,1440,7
7/1/2009,278.4,73,7
8/1/2009,281.03,167,7
9/1/2009,277.4,152,7
10/1/2009,277.03,218,7
11/1/2009,277.53,375,7
12/1/2009,280.65,689,7
1/1/2010,284.4,751,7
2/1/2010,279.9,729,7
3/1/2010,275.15,561,7
4/1/2010,258.62,2650,7
5/1/2010,245.52,1710,7
6/1/2010,258.53,774,7
7/1/2010,282.28,81,7
8/1/2010,276.28,604,7
9/1/2010,288.28,110,7
10/1/2010,281.15,51,7
11/1/2010,280.4,570,7
12/1/2010,278.78,934,7
1/1/2011,278.03,797,7
2/1/2011,280.78,640,7
3/1/2011,275.4,378,7
4/1/2011,277.15,153,7
5/1/2011,266.4,332,7
6/1/2011,269.42,193,7
7/1/2011,275.42,21,7
8/1/2011,282.53,15,7
9/1/2011,276.9,46,7
10/1/2011,279.4,63,7
11/1/2011,275.9,1030,7
12/1/2011,272.15,1030,7
1/1/2012,273.9,683,7
2/1/2012,275.65,716,7
3/1/2012,269.4,717,7
4/1/2012,262.22,647,7
5/1/2012,268.28,457,7
6/1/2012,280.78,125,7
7/1/2012,278.28,68,7
8/1/2012,290.15,10,7
9/1/2012,283.23,10,7
10/1/2012,292.9,8,7
11/1/2012,289.4,375,7
12/1/2012,277.15,731,7
1/1/2013,282.4,447,7
2/1/2013,285.4,548,7
3/1/2013,275.53,231,7
4/1/2013,282.9,169,7
5/1/2013,279.65,197,7
6/1/2013,288.15,45,7
7/1/2013,286.78,70,7
8/1/2013,280.23,45,7
9/1/2013,278.9,6440,7
10/1/2013,269.22,252,7
11/1/2013,270.15,1080,7
12/1/2013,270.03,744,7
1/1/2014,279.4,580,7
2/1/2014,271.65,590,7
3/1/2014,263.65,301,7
4/1/2014,270.82,181,7
5/1/2014,261.62,664,7
6/1/2014,277.15,167,7
7/1/2014,277.65,337,7
8/1/2014,266.72,521,7
9/1/2014,284.9,205,7
10/1/2014,273.12,152,7
11/1/2014,268.52,823,7
12/1/2014,267.92,805,7
1/1/2015,268.02,656,7
2/1/2015,268.82,724,7
3/1/2015,269.72,626,7
4/1/2015,264.22,360,7
5/1/2015,260.52,710,7
6/1/2015,256.62,1850,7
7/1/2015,264.92,486,7
8/1/2015,269.22,223,7
9/1/2015,278.92,46,7
10/1/2015,279.12,80,7
11/1/2015,267.72,1140,7
12/1/2015,262.32,1630,7
1/1/2016,268.74,893,7
2/1/2016,267.64,857,7
3/1/2016,262.14,976,7
4/1/2016,263.64,394,7
5/1/2016,266.84,570,7
6/1/2016,257.84,974,7
7/1/2016,281.74,81,7
8/1/2016,279.74,363,7
9/1/2016,285.14,61,7
10/1/2016,286.64,39,7
11/1/2016,285.04,515,7
12/1/2016,283.44,807,7
1/1/2017,282.74,1100,7
2/1/2017,279.04,1060,7
3/1/2017,276.44,1570,7
4/1/2017,260.64,,7
5/1/2017,262.94,4310,7
6/1/2017,271.84,631,7
7/1/2017,292.04,79,7
8/1/2017,295.94,308,7
9/1/2017,300.64,53,7
10/1/2017,276.94,531,7
11/1/2017,274.64,1270,7
12/1/2017,271.74,1250,7
1/1/2018,279.14,,7
1/1/2002,164.6,321,8
2/1/2002,163.4,419,8
3/1/2002,159,513,8
4/1/2002,154.4,526,8
5/1/2002,146.6,639,8
6/1/2002,133.2,710,8
7/1/2002,135.8,485,8
8/1/2002,136.7,463,8
9/1/2002,140.2,280,8
10/1/2002,134.2,209,8
11/1/2002,149.2,331,8
12/1/2002,152.6,417,8
1/1/2003,152.9,438,8
2/1/2003,152.1,504,8
3/1/2003,141.9,407,8
4/1/2003,136.6,468,8
5/1/2003,129.8,634,8
6/1/2003,138.2,507,8
7/1/2003,141.7,434,8
8/1/2003,136,391,8
9/1/2003,145.6,202,8
10/1/2003,152.4,118,8
11/1/2003,146,433,8
12/1/2003,155.6,543,8
1/1/2004,162.2,557,8
2/1/2004,159.4,478,8
3/1/2004,142.6,815,8
4/1/2004,127.2,1510,8
5/1/2004,101.8,2150,8
6/1/2004,135.8,541,8
7/1/2004,133.8,456,8
8/1/2004,143.8,217,8
9/1/2004,130.74,315,8
10/1/2004,137.2,163,8
11/1/2004,132,707,8
12/1/2004,144.2,967,8
1/1/2005,149,768,8
2/1/2005,144.4,857,8
3/1/2005,,971,8
4/1/2005,85.2,4410,8
5/1/2005,74.4,5190,8
6/1/2005,76.2,4250,8
7/1/2005,134.6,435,8
8/1/2005,131,532,8
9/1/2005,145.8,333,8
10/1/2005,132.6,573,8
11/1/2005,142,792,8
12/1/2005,153.2,672,8
1/1/2006,152.4,554,8
2/1/2006,150.8,573,8
3/1/2006,145.6,403,8
4/1/2006,133.2,600,8
5/1/2006,135.6,578,8
6/1/2006,129.4,753,8
7/1/2006,138.4,498,8
8/1/2006,115.8,1550,8
9/1/2006,143.6,350,8
10/1/2006,,793,8
11/1/2006,135,1090,8
12/1/2006,140.6,935,8
1/1/2007,149.2,637,8
2/1/2007,145,824,8
3/1/2007,111,2070,8
4/1/2007,123.4,1200,8
5/1/2007,101.6,2480,8
6/1/2007,122.8,1050,8
7/1/2007,138.54,475,8
8/1/2007,162.54,482,8
9/1/2007,140.14,394,8
10/1/2007,143.54,307,8
11/1/2007,136.84,678,8
12/1/2007,135.34,779,8
1/1/2008,143.94,796,8
2/1/2008,133.14,1040,8
3/1/2008,109.74,2300,8
4/1/2008,92.34,2940,8
5/1/2008,93.34,3030,8
6/1/2008,89.14,3240,8
7/1/2008,122.94,809,8
8/1/2008,132.74,562,8
9/1/2008,134.94,509,8
10/1/2008,143.24,305,8
11/1/2008,145.84,414,8
12/1/2008,144.64,613,8
1/1/2009,141.54,794,8
2/1/2009,145.74,706,8
3/1/2009,128.44,863,8
4/1/2009,112.74,1600,8
5/1/2009,76.34,3920,8
6/1/2009,95.54,2390,8
7/1/2009,130.74,699,8
8/1/2009,134.54,492,8
9/1/2009,131.74,410,8
10/1/2009,142.74,407,8
11/1/2009,141.74,580,8
12/1/2009,145.14,625,8
1/1/2010,144.14,722,8
2/1/2010,152.44,511,8
3/1/2010,131.54,741,8
4/1/2010,84.84,3580,8
5/1/2010,91.34,3530,8
6/1/2010,128.24,887,8
7/1/2010,129.14,502,8
8/1/2010,130.74,433,8
9/1/2010,130.94,718,8
10/1/2010,132.54,421,8
11/1/2010,143.43,601,8
12/1/2010,129.24,1310,8
1/1/2011,143.83,627,8
2/1/2011,145.94,776,8
3/1/2011,132.54,642,8
4/1/2011,129.94,601,8
5/1/2011,125.44,717,8
6/1/2011,125.14,719,8
7/1/2011,129.54,541,8
8/1/2011,125.34,541,8
9/1/2011,140.94,196,8
10/1/2011,141.04,262,8
11/1/2011,121.94,1020,8
12/1/2011,134.44,967,8
1/1/2012,151.24,523,8
2/1/2012,141.14,588,8
3/1/2012,129.14,1020,8
4/1/2012,116.94,991,8
5/1/2012,126.44,620,8
6/1/2012,127.74,667,8
7/1/2012,138.04,334,8
8/1/2012,136.04,316,8
9/1/2012,149.34,113,8
10/1/2012,144.64,242,8
11/1/2012,141.24,301,8
12/1/2012,126.64,791,8
1/1/2013,,373,8
2/1/2013,145.04,457,8
3/1/2013,138.14,401,8
4/1/2013,132.44,486,8
5/1/2013,131.84,608,8
6/1/2013,132.44,538,8
7/1/2013,145.74,126,8
8/1/2013,149.44,130,8
9/1/2013,122.64,688,8
10/1/2013,108.14,1960,8
11/1/2013,124.34,858,8
12/1/2013,136.44,518,8
1/1/2014,138.54,596,8
2/1/2014,135.94,557,8
3/1/2014,133.54,584,8
4/1/2014,141.9,589,8
5/1/2014,121.04,827,8
6/1/2014,128.94,631,8
7/1/2014,127.14,802,8
8/1/2014,137.64,258,8
9/1/2014,130.54,341,8
10/1/2014,135.04,328,8
11/1/2014,125.14,717,8
12/1/2014,125.84,818,8
1/1/2015,134.64,642,8
2/1/2015,131.84,756,8
3/1/2015,122.54,939,8
4/1/2015,129.24,568,8
5/1/2015,110.64,1340,8
6/1/2015,89.64,2410,8
7/1/2015,113.54,1020,8
8/1/2015,120.74,734,8
9/1/2015,133.54,250,8
10/1/2015,113.64,955,8
11/1/2015,110.94,1330,8
12/1/2015,104.24,1870,8
1/1/2016,139.94,614,8
2/1/2016,133.04,881,8
3/1/2016,116.82,912,8
4/1/2016,113.02,641,8
5/1/2016,100.62,1590,8
6/1/2016,105.42,1460,8
7/1/2016,119.42,656,8
8/1/2016,123.62,395,8
9/1/2016,128.32,250,8
10/1/2016,134.52,117,8
11/1/2016,130.02,522,8
12/1/2016,128.52,780,8
1/1/2017,129.92,825,8
2/1/2017,125.52,961,8
3/1/2017,83.52,2600,8
4/1/2017,65.32,3560,8
5/1/2017,40.22,5120,8
6/1/2017,108.82,1100,8
7/1/2017,123.12,479,8
8/1/2017,,,8
9/1/2017,129.22,437,8
10/1/2017,117.62,730,8
11/1/2017,114.32,1060,8
12/1/2017,121.42,1130,8
1/1/2018,138.12,,8
4/1/2002,,,9
5/1/2002,,,9
6/1/2002,,,9
7/1/2002,,,9
8/1/2002,,,9
9/1/2002,,,9
10/1/2002,,,9
11/1/2002,,,9
12/1/2002,,,9
1/1/2003,,,9
2/1/2003,,,9
3/1/2003,,,9
4/1/2003,,,9
5/1/2003,,,9
6/1/2003,,,9
7/1/2003,,,9
8/1/2003,,,9
9/1/2003,,,9
10/1/2003,,,9
11/1/2003,,,9
12/1/2003,,,9
1/1/2004,,,9
2/1/2004,,,9
3/1/2004,,,9
4/1/2004,,,9
5/1/2004,,,9
6/1/2004,,,9
7/1/2004,,,9
8/1/2004,,,9
9/1/2004,,,9
10/1/2004,,,9
11/1/2004,,,9
12/1/2004,,,9
1/1/2005,,,9
2/1/2005,,,9
3/1/2005,,,9
4/1/2005,,,9
5/1/2005,,,9
6/1/2005,,,9
7/1/2005,,,9
8/1/2005,,,9
9/1/2005,,,9
10/1/2005,,,9
11/1/2005,,,9
12/1/2005,,,9
1/1/2006,,,9
2/1/2006,,,9
3/1/2006,,,9
4/1/2006,,,9
5/1/2006,,,9
6/1/2006,,,9
7/1/2006,,,9
8/1/2006,,,9
9/1/2006,,,9
10/1/2006,,,9
11/1/2006,,,9
12/1/2006,,,9
1/1/2007,,,9
2/1/2007,,,9
3/1/2007,,,9
4/1/2007,,,9
5/1/2007,,,9
6/1/2007,,,9
7/1/2007,,,9
8/1/2007,,,9
9/1/2007,,,9
10/1/2007,,,9
11/1/2007,,,9
12/1/2007,,,9
1/1/2008,,,9
2/1/2008,,,9
3/1/2008,,,9
4/1/2008,,,9
5/1/2008,,,9
6/1/2008,,,9
7/1/2008,,,9
8/1/2008,,,9
9/1/2008,,,9
10/1/2008,,,9
11/1/2008,,,9
12/1/2008,,,9
1/1/2009,,,9
2/1/2009,,,9
3/1/2009,,,9
4/1/2009,,,9
5/1/2009,,,9
6/1/2009,,,9
7/1/2009,,,9
8/1/2009,,,9
9/1/2009,,,9
10/1/2009,,,9
11/1/2009,,,9
12/1/2009,,,9
1/1/2010,,,9
2/1/2010,,,9
3/1/2010,,,9
4/1/2010,,,9
5/1/2010,,,9
6/1/2010,,,9
7/1/2010,,,9
8/1/2010,,,9
9/1/2010,,,9
10/1/2010,,,9
11/1/2010,,,9
12/1/2010,,,9
1/1/2011,,,9
2/1/2011,,,9
3/1/2011,,,9
4/1/2011,,,9
5/1/2011,,,9
6/1/2011,,,9
7/1/2011,,,9
8/1/2011,,,9
9/1/2011,,,9
10/1/2011,,,9
11/1/2011,,,9
12/1/2011,,,9
1/1/2012,,,9
2/1/2012,,,9
3/1/2012,,,9
4/1/2012,,,9
5/1/2012,,,9
6/1/2012,,,9
7/1/2012,,,9
8/1/2012,,,9
9/1/2012,,,9
10/1/2012,,,9
11/1/2012,,,9
12/1/2012,,,9
1/1/2013,,,9
2/1/2013,,,9
3/1/2013,,,9
4/1/2013,,,9
5/1/2013,,,9
6/1/2013,,,9
7/1/2013,,,9
8/1/2013,,,9
9/1/2013,,,9
10/1/2013,,,9
11/1/2013,,,9
12/1/2013,,,9
1/1/2014,,,9
2/1/2014,,,9
3/1/2014,,,9
4/1/2014,,,9
5/1/2014,,,9
6/1/2014,,,9
7/1/2014,,,9
8/1/2014,,,9
9/1/2014,,,9
10/1/2014,,,9
11/1/2014,,,9
12/1/2014,,,9
1/1/2015,,,9
2/1/2015,,,9
3/1/2015,,,9
4/1/2015,,,9
5/1/2015,,,9
6/1/2015,,,9
7/1/2015,,,9
8/1/2015,,,9
9/1/2015,,,9
10/1/2015,,,9
11/1/2015,,,9
12/1/2015,,,9
1/1/2016,,,9
2/1/2016,,,9
3/1/2016,,,9
4/1/2016,,,9
5/1/2016,,,9
6/1/2016,,,9
7/1/2016,,,9
8/1/2016,,,9
9/1/2016,,,9
10/1/2016,,,9
11/1/2016,,,9
12/1/2016,,,9
1/1/2017,,,9
2/1/2017,,,9
3/1/2017,,,9
4/1/2017,,,9
5/1/2017,,,9
6/1/2017,,,9
7/1/2017,,,9
8/1/2017,,,9
9/1/2017,,,9
10/1/2017,,,9
11/1/2017,,,9
12/1/2017,,,9
1/1/2018,,,9
7/1/2002,202.58,547,10
8/1/2002,207.88,538,10
9/1/2002,,,10
10/1/2002,217.18,220,10
11/1/2002,229.08,362,10
12/1/2002,229,429,10
1/1/2003,229.2,437,10
2/1/2003,221.5,454,10
3/1/2003,215.1,407,10
4/1/2003,207,468,10
5/1/2003,197.7,604,10
6/1/2003,197.1,507,10
7/1/2003,198.4,452,10
8/1/2003,200,391,10
9/1/2003,219.1,202,10
10/1/2003,156.1,118,10
11/1/2003,208.13,442,10
12/1/2003,,,10
1/1/2004,254.13,557,10
2/1/2004,218.17,468,10
3/1/2004,243.4,815,10
4/1/2004,193.13,1440,10
5/1/2004,170.9,2100,10
6/1/2004,203.6,541,10
7/1/2004,202.4,456,10
8/1/2004,213.4,254,10
9/1/2004,208.2,224,10
10/1/2004,226.4,163,10
11/1/2004,218.2,790,10
12/1/2004,219.2,975,10
1/1/2005,225.2,683,10
2/1/2005,211.2,857,10
3/1/2005,210.4,1140,10
4/1/2005,169.2,4420,10
5/1/2005,161.4,5140,10
6/1/2005,162.4,4250,10
7/1/2005,208.2,479,10
8/1/2005,248.6,532,10
9/1/2005,282,333,10
10/1/2005,353.33,573,10
11/1/2005,290.38,792,10
12/1/2005,281.2,672,10
1/1/2006,,554,10
2/1/2006,404,570,10
3/1/2006,298.8,403,10
4/1/2006,202.4,572,10
5/1/2006,208.7,554,10
6/1/2006,207.4,737,10
7/1/2006,217.3,414,10
8/1/2006,224.9,1210,10
9/1/2006,255.5,383,10
10/1/2006,247.2,836,10
11/1/2006,245.3,1080,10
12/1/2006,253.1,935,10
1/1/2007,264.6,637,10
2/1/2007,224.7,815,10
3/1/2007,202,2040,10
4/1/2007,210.9,1100,10
5/1/2007,186.8,2630,10
6/1/2007,204.6,962,10
7/1/2007,214.98,492,10
8/1/2007,223.98,459,10
9/1/2007,241.48,396,10
10/1/2007,238.68,307,10
11/1/2007,240.18,678,10
12/1/2007,232.68,1050,10
1/1/2008,243.18,713,10
2/1/2008,238.68,1030,10
3/1/2008,209.38,2170,10
4/1/2008,190.78,2940,10
5/1/2008,183.48,2930,10
6/1/2008,173.28,3240,10
7/1/2008,200.68,911,10
8/1/2008,224.18,562,10
9/1/2008,240.78,507,10
10/1/2008,240.08,345,10
11/1/2008,249.48,422,10
12/1/2008,247.68,613,10
1/1/2009,252.58,794,10
2/1/2009,239.38,774,10
3/1/2009,225.18,863,10
4/1/2009,203.68,1550,10
5/1/2009,162.88,3720,10
6/1/2009,178.48,2160,10
7/1/2009,209.08,876,10
8/1/2009,219.88,645,10
9/1/2009,220.48,843,10
10/1/2009,271.98,407,10
11/1/2009,256.38,580,10
12/1/2009,261.38,695,10
1/1/2010,264.78,671,10
2/1/2010,263.88,680,10
3/1/2010,256.48,698,10
4/1/2010,197.58,3150,10
5/1/2010,189.98,3110,10
6/1/2010,204.28,887,10
7/1/2010,223.48,502,10
8/1/2010,218.38,1120,10
9/1/2010,244.38,718,10
10/1/2010,259.08,344,10
11/1/2010,247.88,566,10
12/1/2010,243.98,1310,10
1/1/2011,258.78,814,10
2/1/2011,263.48,776,10
3/1/2011,254.58,618,10
4/1/2011,250.38,546,10
5/1/2011,237.78,738,10
6/1/2011,222.78,719,10
7/1/2011,230.78,541,10
8/1/2011,242.08,544,10
9/1/2011,246.08,196,10
10/1/2011,249.58,262,10
11/1/2011,233.18,1020,10
12/1/2011,247.88,967,10
1/1/2012,262.98,537,10
2/1/2012,264.08,588,10
3/1/2012,240.18,1060,10
4/1/2012,218.78,1190,10
5/1/2012,232.08,620,10
6/1/2012,229.98,679,10
7/1/2012,254.78,276,10
8/1/2012,243.88,421,10
9/1/2012,250.18,113,10
10/1/2012,248.58,242,10
11/1/2012,263.7,301,10
12/1/2012,252.38,791,10
1/1/2013,274.88,316,10
2/1/2013,274.28,466,10
3/1/2013,263.08,404,10
4/1/2013,260.08,472,10
5/1/2013,248.28,589,10
6/1/2013,249.48,438,10
7/1/2013,238.18,89,10
8/1/2013,243.38,143,10
9/1/2013,209.88,1810,10
10/1/2013,233.08,1960,10
11/1/2013,236.08,858,10
12/1/2013,253.28,518,10
1/1/2014,264.18,525,10
2/1/2014,260.38,628,10
3/1/2014,246.98,629,10
4/1/2014,243.28,589,10
5/1/2014,223.98,827,10
6/1/2014,231.38,631,10
7/1/2014,234.98,802,10
8/1/2014,241.38,265,10
9/1/2014,230.98,393,10
10/1/2014,249.18,326,10
11/1/2014,234.28,658,10
12/1/2014,244.38,836,10
1/1/2015,246.28,606,10
2/1/2015,236.68,761,10
3/1/2015,229.88,820,10
4/1/2015,231.38,585,10
5/1/2015,206.28,1340,10
6/1/2015,183.28,2120,10
7/1/2015,218.28,780,10
8/1/2015,230.98,530,10
9/1/2015,234.98,278,10
10/1/2015,227.98,166,10
11/1/2015,214.28,1320,10
12/1/2015,218.88,1870,10
1/1/2016,251.58,605,10
2/1/2016,240.68,789,10
3/1/2016,227.34,912,10
4/1/2016,223.84,654,10
5/1/2016,197.64,1690,10
6/1/2016,197.85,1460,10
7/1/2016,227.54,656,10
8/1/2016,239.24,378,10
9/1/2016,249.74,251,10
10/1/2016,238.64,110,10
11/1/2016,231.14,454,10
12/1/2016,239.54,780,10
1/1/2017,239.04,855,10
2/1/2017,231.74,941,10
3/1/2017,179.84,2730,10
4/1/2017,168.04,3600,10
5/1/2017,111.64,4860,10
6/1/2017,201.64,1140,10
7/1/2017,230.24,607,10
8/1/2017,,,10
9/1/2017,295.34,437,10
10/1/2017,240.84,650,10
11/1/2017,242.24,1250,10
12/1/2017,244.44,1100,10
1/1/2018,266.84,,10
10/1/2002,136.63,209,11
11/1/2002,134.8,362,11
12/1/2002,135.3,417,11
1/1/2003,134.2,438,11
2/1/2003,136.38,504,11
3/1/2003,133.1,407,11
4/1/2003,130,574,11
5/1/2003,131.4,604,11
6/1/2003,133.7,507,11
7/1/2003,136.6,434,11
8/1/2003,130.63,391,11
9/1/2003,143.6,202,11
10/1/2003,146.1,118,11
11/1/2003,134.9,433,11
12/1/2003,135.9,543,11
1/1/2004,135.8,557,11
2/1/2004,140.75,468,11
3/1/2004,126.6,815,11
4/1/2004,111.9,1440,11
5/1/2004,104.25,2150,11
6/1/2004,134.5,541,11
7/1/2004,151.25,456,11
8/1/2004,155,254,11
9/1/2004,147.78,224,11
10/1/2004,145.33,163,11
11/1/2004,129.28,707,11
12/1/2004,120.58,975,11
1/1/2005,126.68,768,11
2/1/2005,124.78,833,11
3/1/2005,123.08,1140,11
4/1/2005,76.28,4420,11
5/1/2005,,,11
6/1/2005,81.48,4250,11
7/1/2005,146.88,479,11
8/1/2005,142.58,532,11
9/1/2005,172.47,333,11
10/1/2005,148.98,475,11
11/1/2005,130.48,792,11
12/1/2005,120.18,672,11
1/1/2006,133.28,562,11
2/1/2006,137.08,573,11
3/1/2006,135.88,388,11
4/1/2006,135.28,600,11
5/1/2006,139.88,578,11
6/1/2006,135.28,737,11
7/1/2006,144.08,414,11
8/1/2006,101.48,1550,11
9/1/2006,126.48,568,11
10/1/2006,119.98,783,11
11/1/2006,112.18,1080,11
12/1/2006,115.08,935,11
1/1/2007,126.38,637,11
2/1/2007,122.58,840,11
3/1/2007,97.38,2070,11
4/1/2007,117.38,1200,11
5/1/2007,93.38,2480,11
6/1/2007,124.28,962,11
7/1/2007,138.68,492,11
8/1/2007,141.08,459,11
9/1/2007,160.78,366,11
10/1/2007,148.28,307,11
11/1/2007,129.68,678,11
12/1/2007,116.88,779,11
1/1/2008,124.78,713,11
2/1/2008,121.28,1030,11
3/1/2008,96.18,2440,11
4/1/2008,82.58,3350,11
5/1/2008,87.18,2920,11
6/1/2008,89.28,3240,11
7/1/2008,118.88,911,11
8/1/2008,138.58,562,11
9/1/2008,149.28,541,11
10/1/2008,143.08,309,11
11/1/2008,146.48,422,11
12/1/2008,146.68,613,11
1/1/2009,146.18,784,11
2/1/2009,132.58,774,11
3/1/2009,123.68,828,11
4/1/2009,108.78,1550,11
5/1/2009,84.58,3530,11
6/1/2009,97.08,2390,11
7/1/2009,139.58,699,11
8/1/2009,141.88,492,11
9/1/2009,151.88,436,11
10/1/2009,157.08,655,11
11/1/2009,158.98,511,11
12/1/2009,156.98,695,11
1/1/2010,173.08,671,11
2/1/2010,174.98,632,11
3/1/2010,178.08,751,11
4/1/2010,94.68,3580,11
5/1/2010,87.68,3530,11
6/1/2010,132.58,947,11
7/1/2010,151.18,540,11
8/1/2010,140.68,854,11
9/1/2010,166.98,718,11
10/1/2010,185.78,225,11
11/1/2010,158.98,567,11
12/1/2010,132.58,1310,11
1/1/2011,156.38,683,11
2/1/2011,173.85,776,11
3/1/2011,176.23,618,11
4/1/2011,183.1,624,11
5/1/2011,176.85,738,11
6/1/2011,171.35,716,11
7/1/2011,190.45,550,11
8/1/2011,170.48,544,11
9/1/2011,179.6,196,11
10/1/2011,167.88,251,11
11/1/2011,131.28,828,11
12/1/2011,147.98,967,11
1/1/2012,171.88,523,11
2/1/2012,155.38,588,11
3/1/2012,142.23,1020,11
4/1/2012,126.98,991,11
5/1/2012,157.73,620,11
6/1/2012,163.1,683,11
7/1/2012,187.1,296,11
8/1/2012,195.45,213,11
9/1/2012,207.2,113,11
10/1/2012,194.45,141,11
11/1/2012,180.88,285,11
12/1/2012,156.78,783,11
1/1/2013,187.58,322,11
2/1/2013,193.58,464,11
3/1/2013,187.98,446,11
4/1/2013,181.18,486,11
5/1/2013,188.48,589,11
6/1/2013,199.2,499,11
7/1/2013,206.95,126,11
8/1/2013,184.88,197,11
