Sitename,siteID,year,month,AvgDepthtoGroundwater,rivercfs,Date 
Savannah,6,2008,8,122.72,580,8/1/2008
Savannah,6,2008,9,125.82,507,9/1/2008
Savannah,6,2008,10,125.22,366,10/1/2008
Savannah,6,2008,11,123.42,414,11/1/2008
Savannah,6,2008,12,121.32,613,12/1/2008
Savannah,6,2009,1,115.02,798,1/1/2009
Savannah,6,2009,2,116.62,706,2/1/2009
Savannah,6,2009,3,111.92,863,3/1/2009
Savannah,6,2009,4,101.825,1600,4/1/2009
Savannah,6,2009,5,72.32,4110,5/1/2009
Savannah,6,2009,6,89.62,2390,6/1/2009
Savannah,6,2009,7,122.02,699,7/1/2009
Savannah,6,2009,8,125.52,492,8/1/2009
Savannah,6,2009,9,125.32,436,9/1/2009
Savannah,6,2009,10,121.92,407,10/1/2009
Savannah,6,2009,11,114.62,580,11/1/2009
Savannah,6,2009,12,111.42,633,12/1/2009
Savannah,6,2010,1,110.02,658,1/1/2010
Savannah,6,2010,2,113.42,567,2/1/2010
Savannah,6,2010,3,109.92,741,3/1/2010
Savannah,6,2010,4,78.62,3150,4/1/2010
Savannah,6,2010,5,82.52,3110,5/1/2010
Savannah,6,2010,6,110.62,802,6/1/2010
Savannah,6,2010,7,122.22,549,7/1/2010
Savannah,6,2010,8,121.22,470,8/1/2010
Savannah,6,2010,9,124.22,431,9/1/2010
Savannah,6,2010,10,128.22,224,10/1/2010
Savannah,6,2010,11,116.52,567,11/1/2010
Savannah,6,2010,12,102.42,1310,12/1/2010
Savannah,6,2011,1,108.32,814,1/1/2011
Savannah,6,2011,2,113.22,631,2/1/2011
Savannah,6,2011,3,110.62,618,3/1/2011
Savannah,6,2011,4,115.12,514,4/1/2011
Savannah,6,2011,5,113.82,787,5/1/2011
Savannah,6,2011,6,119.22,657,6/1/2011
Savannah,6,2011,7,121.32,682,7/1/2011
Savannah,6,2011,8,119.82,544,8/1/2011
Savannah,6,2011,9,128.62,196,9/1/2011
Savannah,6,2011,10,124.52,252,10/1/2011
Savannah,6,2011,11,108.82,920,11/1/2011
Savannah,6,2011,12,103.82,1070,12/1/2011
Savannah,6,2012,1,114.02,523,1/1/2012
Savannah,6,2012,2,111.02,625,2/1/2012
Savannah,6,2012,3,104.12,1020,3/1/2012
Savannah,6,2012,4,98.22,1190,4/1/2012
Savannah,6,2012,5,113.02,620,5/1/2012
Savannah,6,2012,6,119.02,679,6/1/2012
Savannah,6,2012,7,126.22,334,7/1/2012
Savannah,6,2012,8,120.72,421,8/1/2012
Savannah,6,2012,9,135.52,111,9/1/2012
Savannah,6,2012,10,130.72,233,10/1/2012
Savannah,6,2012,11,122.72,301,11/1/2012
Savannah,6,2012,12,111.52,631,12/1/2012
Savannah,6,2013,1,119.92,373,1/1/2013
Savannah,6,2013,2,118.12,440,2/1/2013
Savannah,6,2013,3,116.62,446,3/1/2013
Savannah,6,2013,4,113.62,542,4/1/2013
Savannah,6,2013,5,118.96,583,5/1/2013
Savannah,6,2013,6,123.36,532,6/1/2013
Savannah,6,2013,7,138.76,89.2,7/1/2013
Savannah,6,2013,8,137.56,104,8/1/2013
Savannah,6,2013,9,104.06,1810,9/1/2013
Savannah,6,2013,10,116.66,506,10/1/2013
Savannah,6,2013,11,103.56,828,11/1/2013
Savannah,6,2013,12,107.56,558,12/1/2013
Savannah,6,2014,1,108.66,596,1/1/2014
Savannah,6,2014,2,109.06,557,2/1/2014
Savannah,6,2014,3,104.86,629,3/1/2014
Savannah,6,2014,4,106.16,579,4/1/2014
Savannah,6,2014,5,108.06,577,5/1/2014
Savannah,6,2014,6,113.06,643,6/1/2014
Savannah,6,2014,7,106.26,962,7/1/2014
Savannah,6,2014,8,119.36,258,8/1/2014
Savannah,6,2014,9,117.26,393,9/1/2014
Savannah,6,2014,10,113.26,361,10/1/2014
Savannah,6,2014,11,101.16,717,11/1/2014
Savannah,6,2014,12,97.46,824,12/1/2014
Savannah,6,2015,1,101.86,642,1/1/2015
Savannah,6,2015,2,99.26,764,2/1/2015
Savannah,6,2015,3,98.16,908,3/1/2015
Savannah,6,2015,4,103.46,611,4/1/2015
Savannah,6,2015,5,96.46,1070,5/1/2015
Savannah,6,2015,6,78.06,2410,6/1/2015
Savannah,6,2015,7,96.06,942,7/1/2015
Savannah,6,2015,8,105.66,625,8/1/2015
Savannah,6,2015,9,116.76,254,9/1/2015
Savannah,6,2015,10,106.36,955,10/1/2015
Savannah,6,2015,11,86.46,1330,11/1/2015
Savannah,6,2015,12,79.36,1870,12/1/2015
Savannah,6,2016,1,99.76,611,1/1/2016
Savannah,6,2016,2,95.06,982,2/1/2016
Savannah,6,2016,3,91.06,912,3/1/2016
Savannah,6,2016,4,89.1,962,4/1/2016
Savannah,6,2016,5,83.6,1590,5/1/2016
Savannah,6,2016,6,,,6/1/2016
Savannah,6,2016,7,106.42,614,7/1/2016
Savannah,6,2016,8,110.92,373,8/1/2016
Savannah,6,2016,9,116.32,254,9/1/2016
Savannah,6,2016,10,122.02,122,10/1/2016
Savannah,6,2016,11,105.92,488,11/1/2016
Savannah,6,2016,12,93.82,780,12/1/2016
Savannah,6,2017,1,91.62,838,1/1/2017
Savannah,6,2017,2,90.42,951,2/1/2017
Savannah,6,2017,3,76.52,2390,3/1/2017
Savannah,6,2017,4,53.52,3550,4/1/2017
Savannah,6,2017,5,41.22,5120,5/1/2017
Savannah,6,2017,6,81.32,1200,6/1/2017
Savannah,6,2017,7,113.72,482,7/1/2017
Savannah,6,2017,8,120.62,371,8/1/2017
Savannah,6,2017,9,107.12,403,9/1/2017
Savannah,6,2017,10,98.92,684,10/1/2017
Savannah,6,2017,11,84.32,1250,11/1/2017
Savannah,6,2017,12,85.12,1100,12/1/2017
Savannah,6,2018,1,101.02,,1/1/2018
Lemitar,7,2000,9,269.2,256,9/1/2000
Lemitar,7,2000,10,260,742,10/1/2000
Lemitar,7,2000,11,273.8,629,11/1/2000
Lemitar,7,2000,12,274,763,12/1/2000
Lemitar,7,2001,1,268.125,782,1/1/2001
Lemitar,7,2001,2,270.6,822,2/1/2001
Lemitar,7,2001,3,261.8,479,3/1/2001
Lemitar,7,2001,4,249.5,320,4/1/2001
Lemitar,7,2001,5,247.6,1110,5/1/2001
Lemitar,7,2001,6,233.24,338,6/1/2001
Lemitar,7,2001,7,256.25,132,7/1/2001
Lemitar,7,2001,8,263.2,215,8/1/2001
Lemitar,7,2001,9,262.8,331,9/1/2001
Lemitar,7,2001,10,,,10/1/2001
Lemitar,7,2001,11,262.75,646,11/1/2001
Lemitar,7,2001,12,269.6,695,12/1/2001
Lemitar,7,2002,1,261,794,1/1/2002
Lemitar,7,2002,2,273.6,505,2/1/2002
Lemitar,7,2002,3,268.6,275,3/1/2002
Lemitar,7,2002,4,266.125,155,4/1/2002
Lemitar,7,2002,5,255.9,267,5/1/2002
Lemitar,7,2002,6,262.375,160,6/1/2002
Lemitar,7,2002,7,267.5,82.2,7/1/2002
Lemitar,7,2002,8,271.4,89.7,8/1/2002
Lemitar,7,2002,9,261.6,339,9/1/2002
Lemitar,7,2002,10,271.8,136,10/1/2002
Lemitar,7,2002,11,275.6,540,11/1/2002
Lemitar,7,2002,12,276,556,12/1/2002
Lemitar,7,2003,1,275.1,596,1/1/2003
Lemitar,7,2003,2,274.6,838,2/1/2003
Lemitar,7,2003,3,,,3/1/2003
Lemitar,7,2003,4,270.3,105,4/1/2003
Lemitar,7,2003,5,269.2,283,5/1/2003
Lemitar,7,2003,6,272.2,91.4,6/1/2003
Lemitar,7,2003,7,282.8,16.4,7/1/2003
Lemitar,7,2003,8,289.667,4.3,8/1/2003
Lemitar,7,2003,9,283.5,164,9/1/2003
Lemitar,7,2003,10,278.8,42.1,10/1/2003
Lemitar,7,2003,11,297,481,11/1/2003
Lemitar,7,2003,12,283,520,12/1/2003
Lemitar,7,2004,1,,,1/1/2004
Lemitar,7,2004,2,275.2,539,2/1/2004
Lemitar,7,2004,3,268.8,519,3/1/2004
Lemitar,7,2004,4,259.8,1230,4/1/2004
Lemitar,7,2004,5,,,5/1/2004
Lemitar,7,2004,6,273.875,118,6/1/2004
Lemitar,7,2004,7,280.8,18.3,7/1/2004
Lemitar,7,2004,8,298.333,344,8/1/2004
Lemitar,7,2004,9,288,2.5,9/1/2004
Lemitar,7,2004,10,276.8,166,10/1/2004
Lemitar,7,2004,11,277.6,741,11/1/2004
Lemitar,7,2004,12,275.5,968,12/1/2004
Lemitar,7,2005,1,272.7,788,1/1/2005
Lemitar,7,2005,2,272,1090,2/1/2005
Lemitar,7,2005,3,268.375,1040,3/1/2005
Lemitar,7,2005,4,248.6,2930,4/1/2005
Lemitar,7,2005,5,240.1,4830,5/1/2005
Lemitar,7,2005,6,248.2,3790,6/1/2005
Lemitar,7,2005,7,264.5,165,7/1/2005
Lemitar,7,2005,8,275.25,412,8/1/2005
Lemitar,7,2005,9,282.667,54.1,9/1/2005
Lemitar,7,2005,10,271.75,472,10/1/2005
Lemitar,7,2005,11,278.75,823,11/1/2005
Lemitar,7,2005,12,276.25,722,12/1/2005
Lemitar,7,2006,1,278,536,1/1/2006
Lemitar,7,2006,2,278.75,620,2/1/2006
Lemitar,7,2006,3,271.9,176,3/1/2006
Lemitar,7,2006,4,269.7,204,4/1/2006
Lemitar,7,2006,5,281,180,5/1/2006
Lemitar,7,2006,6,276.3,158,6/1/2006
Lemitar,7,2006,7,275,115,7/1/2006
Lemitar,7,2006,8,258.7,1860,8/1/2006
Lemitar,7,2006,9,267.875,94.7,9/1/2006
Lemitar,7,2006,10,252.6,1490,10/1/2006
Lemitar,7,2006,11,269.25,1320,11/1/2006
Lemitar,7,2006,12,267.5,1310,12/1/2006
Lemitar,7,2007,1,268.4,946,1/1/2007
Lemitar,7,2007,2,270.125,953,2/1/2007
Lemitar,7,2007,3,262.2,1300,3/1/2007
Lemitar,7,2007,4,241.9,1090,4/1/2007
Lemitar,7,2007,5,242.4,1950,5/1/2007
Lemitar,7,2007,6,247.5,624,6/1/2007
Lemitar,7,2007,7,263.9,62.1,7/1/2007
Lemitar,7,2007,8,272.9,18.3,8/1/2007
Lemitar,7,2007,9,271.775,26.5,9/1/2007
Lemitar,7,2007,10,267.025,126,10/1/2007
Lemitar,7,2007,11,266.72,820,11/1/2007
Lemitar,7,2007,12,261.52,953,12/1/2007
Lemitar,7,2008,1,266.15,931,1/1/2008
Lemitar,7,2008,2,265.9,1180,2/1/2008
Lemitar,7,2008,3,248.175,1900,3/1/2008
Lemitar,7,2008,4,237.42,2570,4/1/2008
Lemitar,7,2008,5,239.72,2910,5/1/2008
Lemitar,7,2008,6,243.02,2580,6/1/2008
Lemitar,7,2008,7,254.72,893,7/1/2008
Lemitar,7,2008,8,269.4,744,8/1/2008
Lemitar,7,2008,9,278.9,192,9/1/2008
Lemitar,7,2008,10,269.15,406,10/1/2008
Lemitar,7,2008,11,269.567,503,11/1/2008
Lemitar,7,2008,12,277.65,546,12/1/2008
Lemitar,7,2009,1,277.15,731,1/1/2009
Lemitar,7,2009,2,276.525,773,2/1/2009
Lemitar,7,2009,3,267.65,570,3/1/2009
Lemitar,7,2009,4,252.32,1060,4/1/2009
Lemitar,7,2009,5,239.72,3450,5/1/2009
Lemitar,7,2009,6,251.42,1440,6/1/2009
Lemitar,7,2009,7,278.4,72.9,7/1/2009
Lemitar,7,2009,8,281.025,167,8/1/2009
Lemitar,7,2009,9,277.4,152,9/1/2009
Lemitar,7,2009,10,277.025,218,10/1/2009
Lemitar,7,2009,11,277.525,375,11/1/2009
Lemitar,7,2009,12,280.65,689,12/1/2009
Lemitar,7,2010,1,284.4,751,1/1/2010
Lemitar,7,2010,2,279.9,729,2/1/2010
Lemitar,7,2010,3,275.15,561,3/1/2010
Lemitar,7,2010,4,258.62,2650,4/1/2010
Lemitar,7,2010,5,245.52,1710,5/1/2010
Lemitar,7,2010,6,258.525,774,6/1/2010
Lemitar,7,2010,7,282.275,80.6,7/1/2010
Lemitar,7,2010,8,276.275,604,8/1/2010
Lemitar,7,2010,9,288.275,110,9/1/2010
Lemitar,7,2010,10,281.15,50.6,10/1/2010
Lemitar,7,2010,11,280.4,570,11/1/2010
Lemitar,7,2010,12,278.775,934,12/1/2010
Lemitar,7,2011,1,278.025,797,1/1/2011
Lemitar,7,2011,2,280.775,640,2/1/2011
Lemitar,7,2011,3,275.4,378,3/1/2011
Lemitar,7,2011,4,277.15,153,4/1/2011
Lemitar,7,2011,5,266.4,332,5/1/2011
Lemitar,7,2011,6,269.42,193,6/1/2011
Lemitar,7,2011,7,275.42,21.1,7/1/2011
Lemitar,7,2011,8,282.525,15.3,8/1/2011
Lemitar,7,2011,9,276.9,45.7,9/1/2011
Lemitar,7,2011,10,279.4,62.6,10/1/2011
Lemitar,7,2011,11,275.9,1030,11/1/2011
Lemitar,7,2011,12,272.15,1030,12/1/2011
Lemitar,7,2012,1,273.9,683,1/1/2012
Lemitar,7,2012,2,275.65,716,2/1/2012
Lemitar,7,2012,3,269.4,717,3/1/2012
Lemitar,7,2012,4,262.22,647,4/1/2012
Lemitar,7,2012,5,268.275,457,5/1/2012
Lemitar,7,2012,6,280.775,125,6/1/2012
Lemitar,7,2012,7,278.275,68,7/1/2012
Lemitar,7,2012,8,290.15,10.1,8/1/2012
Lemitar,7,2012,9,283.233,10,9/1/2012
Lemitar,7,2012,10,292.9,8,10/1/2012
Lemitar,7,2012,11,289.4,375,11/1/2012
Lemitar,7,2012,12,277.15,731,12/1/2012
Lemitar,7,2013,1,282.4,447,1/1/2013
Lemitar,7,2013,2,285.4,548,2/1/2013
Lemitar,7,2013,3,275.525,231,3/1/2013
Lemitar,7,2013,4,282.9,169,4/1/2013
Lemitar,7,2013,5,279.65,197,5/1/2013
Lemitar,7,2013,6,288.15,44.9,6/1/2013
Lemitar,7,2013,7,286.775,70.2,7/1/2013
Lemitar,7,2013,8,280.233,44.6,8/1/2013
Lemitar,7,2013,9,278.9,6440,9/1/2013
Lemitar,7,2013,10,269.22,252,10/1/2013
Lemitar,7,2013,11,270.15,1080,11/1/2013
Lemitar,7,2013,12,270.025,744,12/1/2013
Lemitar,7,2014,1,279.4,580,1/1/2014
Lemitar,7,2014,2,271.65,590,2/1/2014
Lemitar,7,2014,3,263.65,301,3/1/2014
Lemitar,7,2014,4,270.82,181,4/1/2014
Lemitar,7,2014,5,261.62,664,5/1/2014
Lemitar,7,2014,6,277.15,167,6/1/2014
Lemitar,7,2014,7,277.65,337,7/1/2014
Lemitar,7,2014,8,266.72,521,8/1/2014
Lemitar,7,2014,9,284.9,205,9/1/2014
Lemitar,7,2014,10,273.12,152,10/1/2014
Lemitar,7,2014,11,268.52,823,11/1/2014
Lemitar,7,2014,12,267.92,805,12/1/2014
Lemitar,7,2015,1,268.02,656,1/1/2015
Lemitar,7,2015,2,268.82,724,2/1/2015
Lemitar,7,2015,3,269.72,626,3/1/2015
Lemitar,7,2015,4,264.22,360,4/1/2015
Lemitar,7,2015,5,260.52,710,5/1/2015
Lemitar,7,2015,6,256.62,1850,6/1/2015
Lemitar,7,2015,7,264.92,486,7/1/2015
Lemitar,7,2015,8,269.22,223,8/1/2015
Lemitar,7,2015,9,278.92,45.6,9/1/2015
Lemitar,7,2015,10,279.12,79.9,10/1/2015
Lemitar,7,2015,11,267.72,1140,11/1/2015
Lemitar,7,2015,12,262.32,1630,12/1/2015
Lemitar,7,2016,1,268.74,893,1/1/2016
Lemitar,7,2016,2,267.64,857,2/1/2016
Lemitar,7,2016,3,262.14,976,3/1/2016
Lemitar,7,2016,4,263.64,394,4/1/2016
Lemitar,7,2016,5,266.84,570,5/1/2016
Lemitar,7,2016,6,257.84,974,6/1/2016
Lemitar,7,2016,7,281.74,80.6,7/1/2016
Lemitar,7,2016,8,279.74,363,8/1/2016
Lemitar,7,2016,9,285.14,60.9,9/1/2016
Lemitar,7,2016,10,286.64,39.2,10/1/2016
Lemitar,7,2016,11,285.04,515,11/1/2016
Lemitar,7,2016,12,283.44,807,12/1/2016
Lemitar,7,2017,1,282.74,1100,1/1/2017
Lemitar,7,2017,2,279.04,1060,2/1/2017
Lemitar,7,2017,3,276.44,1570,3/1/2017
Lemitar,7,2017,4,260.64,,4/1/2017
Lemitar,7,2017,5,262.94,4310,5/1/2017
Lemitar,7,2017,6,271.84,631,6/1/2017
Lemitar,7,2017,7,292.04,79,7/1/2017
Lemitar,7,2017,8,295.94,308,8/1/2017
Lemitar,7,2017,9,300.64,53.1,9/1/2017
Lemitar,7,2017,10,276.94,531,10/1/2017
Lemitar,7,2017,11,274.64,1270,11/1/2017
Lemitar,7,2017,12,271.74,1250,12/1/2017
Lemitar,7,2018,1,279.14,,1/1/2018
NHCC,8,2002,1,164.6,321,1/1/2002
NHCC,8,2002,2,163.4,419,2/1/2002
NHCC,8,2002,3,159,513,3/1/2002
NHCC,8,2002,4,154.4,526,4/1/2002
NHCC,8,2002,5,146.6,639,5/1/2002
NHCC,8,2002,6,133.2,710,6/1/2002
NHCC,8,2002,7,135.8,485,7/1/2002
NHCC,8,2002,8,136.7,463,8/1/2002
NHCC,8,2002,9,140.2,280,9/1/2002
NHCC,8,2002,10,134.2,209,10/1/2002
NHCC,8,2002,11,149.2,331,11/1/2002
NHCC,8,2002,12,152.6,417,12/1/2002
NHCC,8,2003,1,152.9,438,1/1/2003
NHCC,8,2003,2,152.1,504,2/1/2003
NHCC,8,2003,3,141.9,407,3/1/2003
NHCC,8,2003,4,136.6,468,4/1/2003
NHCC,8,2003,5,129.8,634,5/1/2003
NHCC,8,2003,6,138.2,507,6/1/2003
NHCC,8,2003,7,141.7,434,7/1/2003
NHCC,8,2003,8,136,391,8/1/2003
NHCC,8,2003,9,145.6,202,9/1/2003
NHCC,8,2003,10,152.4,118,10/1/2003
NHCC,8,2003,11,146,433,11/1/2003
NHCC,8,2003,12,155.6,543,12/1/2003
NHCC,8,2004,1,162.2,557,1/1/2004
NHCC,8,2004,2,159.4,478,2/1/2004
NHCC,8,2004,3,142.6,815,3/1/2004
NHCC,8,2004,4,127.2,1510,4/1/2004
NHCC,8,2004,5,101.8,2150,5/1/2004
NHCC,8,2004,6,135.8,541,6/1/2004
NHCC,8,2004,7,133.8,456,7/1/2004
NHCC,8,2004,8,143.8,217,8/1/2004
NHCC,8,2004,9,130.74,315,9/1/2004
NHCC,8,2004,10,137.2,163,10/1/2004
NHCC,8,2004,11,132,707,11/1/2004
NHCC,8,2004,12,144.2,967,12/1/2004
NHCC,8,2005,1,149,768,1/1/2005
NHCC,8,2005,2,144.4,857,2/1/2005
NHCC,8,2005,3,,971,3/1/2005
NHCC,8,2005,4,85.2,4410,4/1/2005
NHCC,8,2005,5,74.4,5190,5/1/2005
NHCC,8,2005,6,76.2,4250,6/1/2005
NHCC,8,2005,7,134.6,435,7/1/2005
NHCC,8,2005,8,131,532,8/1/2005
NHCC,8,2005,9,145.8,333,9/1/2005
NHCC,8,2005,10,132.6,573,10/1/2005
NHCC,8,2005,11,142,792,11/1/2005
NHCC,8,2005,12,153.2,672,12/1/2005
NHCC,8,2006,1,152.4,554,1/1/2006
NHCC,8,2006,2,150.8,573,2/1/2006
NHCC,8,2006,3,145.6,403,3/1/2006
NHCC,8,2006,4,133.2,600,4/1/2006
NHCC,8,2006,5,135.6,578,5/1/2006
NHCC,8,2006,6,129.4,753,6/1/2006
NHCC,8,2006,7,138.4,498,7/1/2006
NHCC,8,2006,8,115.8,1550,8/1/2006
NHCC,8,2006,9,143.6,350,9/1/2006
NHCC,8,2006,10,,793,10/1/2006
NHCC,8,2006,11,135,1090,11/1/2006
NHCC,8,2006,12,140.6,935,12/1/2006
NHCC,8,2007,1,149.2,637,1/1/2007
NHCC,8,2007,2,145,824,2/1/2007
NHCC,8,2007,3,111,2070,3/1/2007
NHCC,8,2007,4,123.4,1200,4/1/2007
NHCC,8,2007,5,101.6,2480,5/1/2007
NHCC,8,2007,6,122.8,1050,6/1/2007
NHCC,8,2007,7,138.54,475,7/1/2007
NHCC,8,2007,8,162.54,482,8/1/2007
NHCC,8,2007,9,140.14,394,9/1/2007
NHCC,8,2007,10,143.54,307,10/1/2007
NHCC,8,2007,11,136.84,678,11/1/2007
NHCC,8,2007,12,135.34,779,12/1/2007
NHCC,8,2008,1,143.94,796,1/1/2008
NHCC,8,2008,2,133.14,1040,2/1/2008
NHCC,8,2008,3,109.74,2300,3/1/2008
NHCC,8,2008,4,92.34,2940,4/1/2008
NHCC,8,2008,5,93.34,3030,5/1/2008
NHCC,8,2008,6,89.14,3240,6/1/2008
NHCC,8,2008,7,122.94,809,7/1/2008
NHCC,8,2008,8,132.74,562,8/1/2008
NHCC,8,2008,9,134.94,509,9/1/2008
NHCC,8,2008,10,143.24,305,10/1/2008
NHCC,8,2008,11,145.84,414,11/1/2008
NHCC,8,2008,12,144.64,613,12/1/2008
NHCC,8,2009,1,141.54,794,1/1/2009
NHCC,8,2009,2,145.74,706,2/1/2009
NHCC,8,2009,3,128.44,863,3/1/2009
NHCC,8,2009,4,112.74,1600,4/1/2009
NHCC,8,2009,5,76.34,3920,5/1/2009
NHCC,8,2009,6,95.54,2390,6/1/2009
NHCC,8,2009,7,130.74,699,7/1/2009
NHCC,8,2009,8,134.54,492,8/1/2009
NHCC,8,2009,9,131.74,410,9/1/2009
NHCC,8,2009,10,142.74,407,10/1/2009
NHCC,8,2009,11,141.74,580,11/1/2009
NHCC,8,2009,12,145.14,625,12/1/2009
NHCC,8,2010,1,144.14,722,1/1/2010
NHCC,8,2010,2,152.44,511,2/1/2010
NHCC,8,2010,3,131.54,741,3/1/2010
NHCC,8,2010,4,84.84,3580,4/1/2010
NHCC,8,2010,5,91.34,3530,5/1/2010
NHCC,8,2010,6,128.24,887,6/1/2010
NHCC,8,2010,7,129.14,502,7/1/2010
NHCC,8,2010,8,130.74,433,8/1/2010
NHCC,8,2010,9,130.94,718,9/1/2010
NHCC,8,2010,10,132.54,421,10/1/2010
NHCC,8,2010,11,143.425,601,11/1/2010
NHCC,8,2010,12,129.24,1310,12/1/2010
NHCC,8,2011,1,143.825,627,1/1/2011
NHCC,8,2011,2,145.94,776,2/1/2011
NHCC,8,2011,3,132.54,642,3/1/2011
NHCC,8,2011,4,129.94,601,4/1/2011
NHCC,8,2011,5,125.44,717,5/1/2011
NHCC,8,2011,6,125.14,719,6/1/2011
NHCC,8,2011,7,129.54,541,7/1/2011
NHCC,8,2011,8,125.34,541,8/1/2011
NHCC,8,2011,9,140.94,196,9/1/2011
NHCC,8,2011,10,141.04,262,10/1/2011
NHCC,8,2011,11,121.94,1020,11/1/2011
NHCC,8,2011,12,134.44,967,12/1/2011
NHCC,8,2012,1,151.24,523,1/1/2012
NHCC,8,2012,2,141.14,588,2/1/2012
NHCC,8,2012,3,129.14,1020,3/1/2012
NHCC,8,2012,4,116.94,991,4/1/2012
NHCC,8,2012,5,126.44,620,5/1/2012
NHCC,8,2012,6,127.74,667,6/1/2012
NHCC,8,2012,7,138.04,334,7/1/2012
NHCC,8,2012,8,136.04,316,8/1/2012
NHCC,8,2012,9,149.34,113,9/1/2012
NHCC,8,2012,10,144.64,242,10/1/2012
NHCC,8,2012,11,141.24,301,11/1/2012
NHCC,8,2012,12,126.64,791,12/1/2012
NHCC,8,2013,1,,373,1/1/2013
NHCC,8,2013,2,145.04,457,2/1/2013
NHCC,8,2013,3,138.14,401,3/1/2013
NHCC,8,2013,4,132.44,486,4/1/2013
NHCC,8,2013,5,131.84,608,5/1/2013
NHCC,8,2013,6,132.44,538,6/1/2013
NHCC,8,2013,7,145.74,126,7/1/2013
NHCC,8,2013,8,149.44,130,8/1/2013
NHCC,8,2013,9,122.64,688,9/1/2013
NHCC,8,2013,10,108.14,1960,10/1/2013
NHCC,8,2013,11,124.34,858,11/1/2013
NHCC,8,2013,12,136.44,518,12/1/2013
NHCC,8,2014,1,138.54,596,1/1/2014
NHCC,8,2014,2,135.94,557,2/1/2014
NHCC,8,2014,3,133.54,584,3/1/2014
NHCC,8,2014,4,141.9,589,4/1/2014
NHCC,8,2014,5,121.04,827,5/1/2014
NHCC,8,2014,6,128.94,631,6/1/2014
NHCC,8,2014,7,127.14,802,7/1/2014
NHCC,8,2014,8,137.64,258,8/1/2014
NHCC,8,2014,9,130.54,341,9/1/2014
NHCC,8,2014,10,135.04,328,10/1/2014
NHCC,8,2014,11,125.14,717,11/1/2014
NHCC,8,2014,12,125.84,818,12/1/2014
NHCC,8,2015,1,134.64,642,1/1/2015
NHCC,8,2015,2,131.84,756,2/1/2015
NHCC,8,2015,3,122.54,939,3/1/2015
NHCC,8,2015,4,129.24,568,4/1/2015
NHCC,8,2015,5,110.64,1340,5/1/2015
NHCC,8,2015,6,89.64,2410,6/1/2015
NHCC,8,2015,7,113.54,1020,7/1/2015
NHCC,8,2015,8,120.74,734,8/1/2015
NHCC,8,2015,9,133.54,250,9/1/2015
NHCC,8,2015,10,113.64,955,10/1/2015
NHCC,8,2015,11,110.94,1330,11/1/2015
NHCC,8,2015,12,104.24,1870,12/1/2015
NHCC,8,2016,1,139.94,614,1/1/2016
NHCC,8,2016,2,133.04,881,2/1/2016
NHCC,8,2016,3,116.82,912,3/1/2016
NHCC,8,2016,4,113.02,641,4/1/2016
NHCC,8,2016,5,100.62,1590,5/1/2016
NHCC,8,2016,6,105.42,1460,6/1/2016
NHCC,8,2016,7,119.42,656,7/1/2016
NHCC,8,2016,8,123.62,395,8/1/2016
NHCC,8,2016,9,128.32,250,9/1/2016
NHCC,8,2016,10,134.52,117,10/1/2016
NHCC,8,2016,11,130.02,522,11/1/2016
NHCC,8,2016,12,128.52,780,12/1/2016
NHCC,8,2017,1,129.92,825,1/1/2017
NHCC,8,2017,2,125.52,961,2/1/2017
NHCC,8,2017,3,83.52,2600,3/1/2017
NHCC,8,2017,4,65.32,3560,4/1/2017
NHCC,8,2017,5,40.22,5120,5/1/2017
NHCC,8,2017,6,108.82,1100,6/1/2017
NHCC,8,2017,7,123.12,479,7/1/2017
NHCC,8,2017,8,,,8/1/2017
NHCC,8,2017,9,129.22,437,9/1/2017
NHCC,8,2017,10,117.62,730,10/1/2017
NHCC,8,2017,11,114.32,1060,11/1/2017
NHCC,8,2017,12,121.42,1130,12/1/2017
NHCC,8,2018,1,138.12,,1/1/2018
OO,9,2002,4,,,4/1/2002
OO,9,2002,5,,,5/1/2002
OO,9,2002,6,,,6/1/2002
OO,9,2002,7,,,7/1/2002
OO,9,2002,8,,,8/1/2002
OO,9,2002,9,,,9/1/2002
OO,9,2002,10,,,10/1/2002
OO,9,2002,11,,,11/1/2002
OO,9,2002,12,,,12/1/2002
OO,9,2003,1,,,1/1/2003
OO,9,2003,2,,,2/1/2003
OO,9,2003,3,,,3/1/2003
OO,9,2003,4,,,4/1/2003
OO,9,2003,5,,,5/1/2003
OO,9,2003,6,,,6/1/2003
OO,9,2003,7,,,7/1/2003
OO,9,2003,8,,,8/1/2003
OO,9,2003,9,,,9/1/2003
OO,9,2003,10,,,10/1/2003
OO,9,2003,11,,,11/1/2003
OO,9,2003,12,,,12/1/2003
OO,9,2004,1,,,1/1/2004
OO,9,2004,2,,,2/1/2004
OO,9,2004,3,,,3/1/2004
OO,9,2004,4,,,4/1/2004
OO,9,2004,5,,,5/1/2004
OO,9,2004,6,,,6/1/2004
OO,9,2004,7,,,7/1/2004
OO,9,2004,8,,,8/1/2004
OO,9,2004,9,,,9/1/2004
OO,9,2004,10,,,10/1/2004
OO,9,2004,11,,,11/1/2004
OO,9,2004,12,,,12/1/2004
OO,9,2005,1,,,1/1/2005
OO,9,2005,2,,,2/1/2005
OO,9,2005,3,,,3/1/2005
OO,9,2005,4,,,4/1/2005
OO,9,2005,5,,,5/1/2005
OO,9,2005,6,,,6/1/2005
OO,9,2005,7,,,7/1/2005
